nu, theta0, theta1, theta2, theta3, theta4, theta5, theta6, theta7, theta8, theta9, theta10, theta11, theta12, theta13, theta14, theta15, theta16, theta17, theta18, theta19, theta20, theta21, theta22, theta23, theta24, theta25, theta26, theta27, theta28, theta29, theta30, theta31, theta32, theta33, theta34, theta35, theta36, theta37, theta38, theta39, theta40, theta41, theta42, theta43, theta44, theta45, theta46, theta47, theta48, theta49, theta50, theta51, theta52, theta53, theta54, theta55, theta56, theta57, theta58, theta59, theta60, theta61, theta62, theta63, theta64, theta65, theta66, theta67, theta68, theta69, theta70, theta71, theta72, theta73, theta74, theta75, theta76, theta77, theta78, theta79, theta80, theta81, theta82, theta83, theta84, theta85, theta86, theta87, theta88, theta89, theta90, theta91, theta92, theta93, theta94, theta95, theta96, theta97, theta98, theta99
0,0.40499,0.29674,0.23523,0.26130,0.45761,0.23949,0.23214,0.24302,0.45238,0.27410,0.44342,0.54217,0.37923,0.39853,0.32162,0.21043,0.37314,0.32950,0.19656,0.25020,0.45722,0.25551,0.38567,0.32059,0.39489,0.36432,0.32903,0.06946,0.39885,0.46437,0.36086,0.52613,0.50361,0.45808,0.35224,0.30325,0.36693,0.32493,0.45920,0.36940,0.56383,0.44800,0.37823,0.49187,0.26153,0.29970,0.37517,0.45860,0.26757,0.48806,0.39828,0.30454,0.41704,0.46639,0.46172,0.29215,0.32157,0.50408,0.57924,0.45217,0.42800,0.38459,0.37952,0.24717,0.33005,0.23773,0.47551,0.35918,0.27881,0.56892,0.48756,0.25707,0.46835,0.36043,0.33217,0.43661,0.18932,0.39495,0.30558,0.45313,0.18995,0.25900,0.32772,0.13665,0.23668,0.19823,0.30441,0.32852,0.48600,0.26950,0.23136,0.21242,0.39380,0.28018,0.35144,0.16876,0.43307,0.24341,0.30204,0.36179
0,0.30287,0.24946,0.15865,0.35725,0.39997,0.52737,0.23592,0.45868,0.45859,0.34336,0.38292,0.40909,0.51816,0.36744,0.31250,0.23068,0.34656,0.41712,0.33779,0.23393,0.31939,0.29609,0.33398,0.13980,0.35953,0.36246,0.34587,0.29948,0.11774,0.29490,0.40143,0.20790,0.09358,0.13708,0.32121,0.32583,0.37596,0.28065,0.13505,0.20222,0.36501,0.29631,0.34647,0.32426,0.25968,0.26225,0.46494,0.32036,0.26579,0.32405,0.30075,0.06277,0.34366,0.46098,0.20120,0.42506,0.25449,0.31013,0.38852,0.21026,0.40738,0.16265,0.19757,0.22682,0.35353,0.25445,0.13781,0.26948,0.21408,0.36704,0.26104,0.30391,0.25779,0.34325,0.28302,0.33544,0.04512,0.31571,0.34889,0.28907,0.37742,0.38578,0.44376,0.32518,0.12465,0.08875,0.15833,0.31587,0.30502,0.34939,0.26018,0.24992,0.37986,0.39064,0.30000,0.32234,0.36704,0.37738,0.21279,0.25537
0,0.40544,0.25148,0.38741,0.44575,0.22962,0.57922,0.28867,0.22233,0.55748,0.40938,0.39048,0.34063,0.35667,0.30654,0.32719,0.37277,0.41406,0.27265,0.37237,0.34765,0.42352,0.36558,0.27227,0.52478,0.32700,0.47314,0.40735,0.52648,0.39184,0.29346,0.29220,0.39305,0.16741,0.43171,0.12728,0.23685,0.49713,0.33149,0.34234,0.33329,0.44908,0.49566,0.24021,0.38910,0.32330,0.40048,0.39757,0.32718,0.22121,0.26514,0.27262,0.24777,0.49453,0.26215,0.28965,0.25222,0.37847,0.37385,0.27951,0.38876,0.58192,0.43436,0.45530,0.30987,0.39949,0.50272,0.40461,0.27990,0.33124,0.40177,0.44597,0.20495,0.29368,0.32512,0.40534,0.45349,0.25043,0.38403,0.44252,0.32003,0.28879,0.27375,0.40943,0.46526,0.54272,0.44410,0.37289,0.24879,0.26913,0.22466,0.24777,0.31953,0.17861,0.30427,0.31110,0.51560,0.47950,0.29568,0.55096,0.36576
0,0.30007,0.38010,0.24293,0.31295,0.28049,0.29143,0.31647,0.35724,0.36051,0.41412,0.37540,0.32878,0.31285,0.33646,0.32445,0.42075,0.46061,0.50396,0.29938,0.42876,0.24509,0.42467,0.49846,0.37810,0.50322,0.28501,0.31291,0.39109,0.50976,0.36864,0.36782,0.31675,0.43887,0.54584,0.49374,0.49574,0.40768,0.37423,0.50034,0.43135,0.41896,0.52778,0.41966,0.35698,0.53283,0.45097,0.34001,0.33305,0.45434,0.67881,0.40588,0.41145,0.59718,0.43862,0.29886,0.28562,0.56458,0.50739,0.52205,0.43218,0.36365,0.41282,0.44622,0.34673,0.48452,0.30012,0.39040,0.40077,0.34948,0.19536,0.45796,0.33480,0.54011,0.37047,0.34764,0.40802,0.50130,0.33672,0.49166,0.53138,0.48359,0.54446,0.50841,0.52805,0.53449,0.39246,0.32643,0.14094,0.23284,0.31836,0.32323,0.34449,0.25821,0.19739,0.34279,0.33589,0.27326,0.27917,0.25891,0.31300
0,0.28246,0.33052,0.24239,0.39923,0.53478,0.28949,0.29729,0.46658,0.32928,0.34575,0.30007,0.39314,0.22216,0.42992,0.42348,0.35037,0.41300,0.26641,0.29944,0.36913,0.27550,0.36621,0.24648,0.38538,0.29713,0.36253,0.17770,0.20163,0.46191,0.28646,0.17571,0.29588,-0.00400,0.36837,0.25361,0.08092,0.24619,0.03881,0.21291,0.20501,0.31239,0.04024,0.22810,0.10535,0.34853,0.03696,0.23460,0.15209,0.12526,0.26031,0.15936,0.34784,0.17414,0.31272,0.22918,0.14613,0.17585,0.18732,0.33730,0.20919,0.10286,0.25679,0.25500,0.18058,0.15541,0.02603,0.17242,0.21918,0.27360,0.42637,0.13001,0.34726,0.13160,0.22594,0.45254,0.18025,0.29735,0.33050,0.03949,0.37407,0.29773,0.21176,0.34098,0.20474,0.24339,0.17016,0.35051,0.32203,0.39308,0.40611,0.35664,0.28438,0.30893,0.32518,0.29246,0.42563,0.70583,0.37425,0.36043,0.21594
0,0.46170,0.36017,0.09595,0.36104,0.32673,0.34975,0.46122,0.21108,0.39069,0.52037,0.29748,0.40374,0.44929,0.36957,0.27568,0.26864,0.40916,0.38899,0.24595,0.20161,0.18571,0.47437,0.29574,0.53281,0.34656,0.32914,0.31000,0.37350,0.17124,0.47817,0.24656,0.18078,0.27604,0.34983,0.13484,0.28747,0.15455,0.17120,0.16877,0.29023,0.09940,0.22630,0.16974,0.11672,0.07778,0.07687,0.03216,0.28389,0.16920,0.20868,0.31045,0.07080,0.09921,0.21974,0.01313,0.13929,0.10664,0.23439,0.16150,0.40785,0.30410,0.12855,0.17899,0.18707,0.55685,0.07976,0.25595,0.03216,0.24509,0.44211,0.21574,0.37263,0.26123,0.23134,0.25421,0.22650,0.22839,0.16377,0.45321,0.26890,0.34317,0.23161,0.43630,0.30242,0.32568,0.15670,0.38378,0.52970,0.26575,0.31068,0.24624,0.37625,0.37270,0.43945,0.42639,0.29196,0.39733,0.34328,0.26791,0.36488
0,0.39060,0.45370,0.30066,0.39098,0.28577,0.39545,0.36401,0.26468,0.47568,0.18774,0.34184,0.39127,0.37398,0.33265,0.37411,0.32913,0.31926,0.33142,0.29406,0.36576,0.30576,0.19582,0.27859,0.28694,0.28089,0.40937,0.34336,0.37385,0.30134,0.36166,0.58780,0.47583,0.42043,0.48757,0.34609,0.43933,0.39437,0.22338,0.40933,0.43802,0.46094,0.58268,0.20206,0.33668,0.45903,0.53805,0.25947,0.28475,0.39918,0.62322,0.32862,0.30849,0.35358,0.43932,0.44645,0.34975,0.22685,0.33750,0.36055,0.40076,0.38774,0.44555,0.57161,0.45813,0.47183,0.25961,0.14203,0.32331,0.40025,0.34100,0.49356,0.51438,0.33613,0.22637,0.59249,0.53857,0.36534,0.25019,0.36046,0.38800,0.42438,0.29009,0.39887,0.37918,0.30859,0.37659,0.25131,0.44097,0.21597,0.31038,0.29700,0.58318,0.37168,0.36442,0.53827,0.39052,0.41529,0.29809,0.34258,0.44958
0,0.34120,0.45518,0.51143,0.49277,0.41834,0.52589,0.69467,0.34841,0.33295,0.56274,0.43625,0.42590,0.45604,0.35362,0.31800,0.34631,0.55128,0.28578,0.48218,0.37949,0.40295,0.51567,0.52891,0.48198,0.26357,0.61120,0.58833,0.46966,0.46471,0.64697,0.56463,0.47001,0.44665,0.45940,0.59924,0.58818,0.32537,0.53559,0.57781,0.34288,0.49520,0.31960,0.51189,0.29208,0.43350,0.44166,0.43278,0.64952,0.55842,0.46521,0.41196,0.48129,0.40195,0.60167,0.70334,0.60808,0.53484,0.48384,0.45843,0.67183,0.43790,0.64964,0.37825,0.45950,0.31531,0.50010,0.35514,0.64526,0.51711,0.52668,0.49818,0.35757,0.47610,0.64422,0.45817,0.35240,0.26565,0.37635,0.26829,0.52443,0.51640,0.34769,0.49371,0.37180,0.42212,0.46122,0.37709,0.46089,0.24823,0.42642,0.40921,0.20626,0.22829,0.22185,0.44795,0.41783,0.43193,0.27120,0.51723,0.50131
0,0.49360,0.38153,0.37580,0.34969,0.65939,0.33548,0.47297,0.39301,0.32907,0.41194,0.49571,0.22721,0.56071,0.46719,0.45538,0.41281,0.39478,0.44681,0.69737,0.43709,0.51246,0.47201,0.53641,0.40999,0.65874,0.40746,0.52849,0.55452,0.52798,0.59522,0.45093,0.54799,0.47482,0.72861,0.51024,0.33774,0.50397,0.42465,0.60871,0.35588,0.39424,0.32447,0.48396,0.29713,0.40938,0.47464,0.63145,0.50045,0.53824,0.44530,0.61509,0.49046,0.65330,0.41253,0.60575,0.28246,0.51804,0.39674,0.43560,0.52086,0.48599,0.46050,0.48826,0.61901,0.72907,0.49401,0.37594,0.37981,0.49793,0.37425,0.46864,0.39423,0.57866,0.40539,0.54794,0.44018,0.36471,0.48162,0.27975,0.45360,0.52536,0.57178,0.43073,0.37356,0.41592,0.52848,0.38236,0.46281,0.42941,0.53791,0.43023,0.48836,0.47592,0.58159,0.37680,0.40562,0.22241,0.26637,0.37008,0.46326
0,0.34450,0.60922,0.34961,0.37008,0.25807,0.59234,0.46968,0.45428,0.52873,0.29909,0.37880,0.42473,0.28007,0.56717,0.43537,0.40613,0.46339,0.36586,0.44704,0.78673,0.50592,0.61380,0.41300,0.37491,0.48261,0.31904,0.22409,0.52952,0.52205,0.54284,0.46378,0.66029,0.45516,0.40991,0.16601,0.46325,0.55240,0.47108,0.58393,0.70204,0.45618,0.59753,0.31662,0.57905,0.48289,0.45494,0.46118,0.46223,0.44723,0.49813,0.46088,0.36268,0.51982,0.41708,0.58232,0.47370,0.48925,0.27100,0.34954,0.56836,0.40013,0.41930,0.44371,0.60677,0.50662,0.59899,0.43988,0.48662,0.34357,0.58025,0.47183,0.46387,0.49174,0.60104,0.43334,0.61951,0.36648,0.49228,0.64943,0.39799,0.46998,0.53172,0.42873,0.29108,0.33417,0.49655,0.52636,0.51449,0.54956,0.44107,0.45373,0.28013,0.46295,0.49177,0.37155,0.49374,0.24731,0.50367,0.45834,0.63922
0,0.58375,0.51193,0.42875,0.49898,0.40202,0.58147,0.30391,0.49274,0.26922,0.29115,0.40246,0.59952,0.52184,0.51335,0.33906,0.24183,0.43315,0.45046,0.49300,0.41472,0.43938,0.46221,0.44245,0.45959,0.33370,0.47074,0.49303,0.56408,0.47974,0.40651,0.49456,0.51654,0.49896,0.38931,0.62575,0.60181,0.40457,0.56823,0.35564,0.41585,0.24315,0.36417,0.45804,0.44892,0.48919,0.37324,0.41899,0.37459,0.50469,0.60378,0.54417,0.47881,0.57473,0.45935,0.29212,0.62561,0.54618,0.44684,0.31572,0.51460,0.30694,0.48468,0.41931,0.43409,0.57292,0.53828,0.37973,0.29570,0.34182,0.35706,0.55904,0.47313,0.67112,0.59703,0.36748,0.38224,0.70460,0.35948,0.53111,0.44064,0.58562,0.43616,0.41713,0.38770,0.52191,0.58966,0.63959,0.38145,0.47792,0.46686,0.64397,0.35983,0.50980,0.42380,0.18720,0.38657,0.53614,0.39387,0.23708,0.37549
0,0.28406,0.35865,0.36386,0.34127,0.48019,0.40644,0.57321,0.59764,0.44920,0.62009,0.45382,0.40754,0.45708,0.54465,0.28825,0.42834,0.47842,0.48445,0.41075,0.49590,0.47564,0.38664,0.66338,0.48856,0.41086,0.38619,0.54568,0.45232,0.69631,0.39729,0.31603,0.43693,0.45663,0.22673,0.40712,0.40068,0.40015,0.37353,0.30179,0.51151,0.37693,0.33260,0.35866,0.38713,0.44498,0.50074,0.33842,0.38567,0.29895,0.09421,0.44900,0.58544,0.48571,0.38289,0.44338,0.31643,0.42189,0.39160,0.34938,0.47553,0.69531,0.60225,0.42891,0.52497,0.52329,0.37276,0.50242,0.29447,0.35860,0.46358,0.39881,0.61653,0.50630,0.40391,0.39568,0.46206,0.33843,0.50417,0.30769,0.50813,0.42997,0.48848,0.34633,0.47264,0.68992,0.40348,0.48143,0.60072,0.52677,0.49420,0.35003,0.32399,0.45741,0.40603,0.45069,0.47338,0.38534,0.50253,0.63907,0.35234
0,0.36927,0.62808,0.57889,0.44835,0.53698,0.31755,0.49862,0.50173,0.37746,0.40053,0.67036,0.48159,0.32554,0.39530,0.59855,0.48291,0.51682,0.47727,0.43245,0.25346,0.22060,0.40613,0.33632,0.45192,0.55759,0.24765,0.58519,0.30602,0.37089,0.34601,0.45815,0.46616,0.32865,0.39558,0.40836,0.45363,0.29200,0.46171,0.44054,0.23499,0.37926,0.63765,0.29604,0.28369,0.12594,0.46630,0.34975,0.39595,0.40242,0.33273,0.31657,0.29683,0.43580,0.30217,0.26755,0.44863,0.56245,0.33850,0.30379,0.33151,0.34227,0.18665,0.27814,0.18786,0.46338,0.24211,0.32419,0.46326,0.33832,0.59409,0.37282,0.33050,0.31931,0.51491,0.34690,0.26273,0.30486,0.26525,0.39810,0.49529,0.35449,0.47485,0.37035,0.75565,0.60703,0.52649,0.40484,0.49783,0.39211,0.43641,0.51503,0.47365,0.49450,0.45199,0.32831,0.50800,0.68281,0.51094,0.58240,0.60670
0,0.41228,0.40362,0.47731,0.65172,0.58156,0.53478,0.35736,0.72571,0.55517,0.23016,0.50194,0.40980,0.49608,0.49131,0.35533,0.62548,0.45839,0.52788,0.56405,0.35012,0.32765,0.52581,0.54761,0.26527,0.59870,0.36860,0.45591,0.43777,0.27884,0.28428,0.15712,0.24526,0.20715,0.35459,0.48284,0.33870,0.37101,0.41086,0.39720,0.28706,0.17598,0.27629,0.32280,0.22688,0.34809,0.28078,0.37072,0.22703,0.21431,0.48341,0.30870,0.36130,0.19667,0.26963,0.37676,0.46662,0.23944,0.23375,0.31424,0.16683,0.31930,0.31917,0.40170,0.47452,0.39411,0.41557,0.35113,0.31459,0.15580,0.27175,0.38720,0.20613,0.40027,0.34125,0.28458,0.34515,0.47045,0.49152,0.21463,0.39867,0.51022,0.39814,0.43979,0.28420,0.39041,0.62577,0.36837,0.30718,0.47003,0.53753,0.58137,0.41327,0.49005,0.52470,0.53734,0.41953,0.64704,0.40822,0.54859,0.47612
0,0.45283,0.44793,0.42035,0.41627,0.53694,0.40600,0.41995,0.41481,0.44556,0.36025,0.47453,0.52673,0.44485,0.46488,0.35950,0.41352,0.43804,0.50701,0.43308,0.40478,0.55234,0.42542,0.50864,0.60733,0.36903,0.35087,0.61789,0.52264,0.48246,0.22042,0.49059,0.53832,0.37963,0.46195,0.40613,0.40087,0.36723,0.47727,0.44208,0.42318,0.54480,0.55682,0.51198,0.54366,0.41533,0.68559,0.47666,0.30415,0.35466,0.47536,0.35382,0.45763,0.32230,0.46025,0.46292,0.52409,0.42944,0.43645,0.33062,0.45862,0.44556,0.60164,0.37984,0.60224,0.55640,0.56762,0.57131,0.47634,0.62431,0.63505,0.50331,0.44172,0.21926,0.50261,0.35039,0.48062,0.37901,0.36125,0.66450,0.48802,0.40331,0.43433,0.59058,0.49756,0.40438,0.22617,0.57143,0.42273,0.62612,0.50862,0.42540,0.60012,0.58025,0.59140,0.66808,0.55429,0.48610,0.65537,0.61465,0.42535
0,0.58773,0.52974,0.58299,0.43844,0.56662,0.51243,0.33429,0.53664,0.57252,0.62067,0.55354,0.60089,0.32637,0.46159,0.48398,0.46451,0.48780,0.43816,0.56867,0.39507,0.50582,0.49972,0.50588,0.39578,0.62954,0.46606,0.34385,0.56693,0.48553,0.47525,0.47446,0.52270,0.47697,0.40411,0.33873,0.51021,0.32730,0.59039,0.38236,0.39217,0.37836,0.33971,0.39828,0.44675,0.24198,0.22990,0.40257,0.56229,0.34376,0.46608,0.61674,0.34138,0.42997,0.39964,0.56336,0.52081,0.53651,0.72476,0.63849,0.46612,0.45635,0.33224,0.30633,0.47345,0.34918,0.54240,0.40147,0.42316,0.32703,0.69417,0.55993,0.41395,0.50098,0.61911,0.39495,0.67933,0.38640,0.47282,0.32645,0.23855,0.59432,0.50276,0.32167,0.33184,0.61124,0.48242,0.64137,0.56259,0.49294,0.50346,0.44529,0.51111,0.49571,0.58599,0.48627,0.58528,0.59525,0.52147,0.37225,0.48758
0,0.66041,0.44232,0.34135,0.51217,0.56358,0.41921,0.53190,0.63909,0.57617,0.43998,0.65431,0.52362,0.50511,0.56048,0.39642,0.41554,0.47965,0.33101,0.56687,0.51906,0.68434,0.52670,0.45173,0.55379,0.59446,0.46207,0.47259,0.55805,0.55576,0.43609,0.40951,0.52007,0.33485,0.40104,0.40999,0.68081,0.61247,0.55475,0.58286,0.64720,0.47479,0.53234,0.65972,0.50078,0.42709,0.42980,0.60078,0.56441,0.48179,0.59387,0.41326,0.54865,0.59807,0.35065,0.52800,0.45145,0.61023,0.40675,0.64485,0.43944,0.51756,0.58310,0.33856,0.51816,0.65742,0.43364,0.33449,0.66558,0.64447,0.48433,0.54609,0.59856,0.49623,0.47311,0.53708,0.21163,0.45492,0.35212,0.43839,0.59517,0.44423,0.50526,0.42143,0.73342,0.48621,0.44396,0.66648,0.65096,0.51140,0.61503,0.38753,0.48110,0.53845,0.28042,0.63608,0.39149,0.57784,0.53090,0.55190,0.63143
0,0.68148,0.67135,0.45090,0.47401,0.33748,0.55181,0.49501,0.55251,0.45513,0.60838,0.57819,0.43249,0.54558,0.58214,0.75822,0.57086,0.47133,0.53800,0.57091,0.56521,0.39907,0.55481,0.52346,0.57162,0.81469,0.52430,0.75627,0.73346,0.69063,0.62741,0.69729,0.59151,0.58639,0.57065,0.67708,0.63281,0.63373,0.80342,0.59442,0.74170,0.61900,0.51475,0.53389,0.62957,0.74365,0.74655,0.65968,0.74667,0.69322,0.65991,0.77169,0.80485,0.78720,0.65414,0.74052,0.46944,0.70020,0.71483,0.69168,0.65174,0.80167,0.65884,0.65094,0.63730,0.76110,0.62454,0.56626,0.63456,0.81181,0.60643,0.69342,0.59929,0.59460,0.56131,0.49084,0.59655,0.67444,0.75529,0.63697,0.50628,0.65777,0.62397,0.71387,0.77859,0.68683,0.52201,0.54145,0.66946,0.49940,0.53285,0.60731,0.64816,0.56087,0.24708,0.56831,0.50149,0.43373,0.53265,0.64151,0.41601
0,0.56594,0.45400,0.42484,0.63528,0.50284,0.56944,0.37151,0.54761,0.57713,0.41274,0.61543,0.39765,0.68160,0.64300,0.54246,0.55278,0.55442,0.71367,0.69960,0.72643,0.77070,0.61415,0.70159,0.76832,0.62097,0.72133,0.61170,0.65488,0.50125,0.54217,0.74748,0.66702,0.54847,0.68993,0.62569,0.69869,0.69782,0.67651,0.59930,0.65556,0.70445,0.59965,0.58901,0.73948,0.80532,0.59987,0.61055,0.57178,0.63794,0.48364,0.58207,0.66341,0.62654,0.65953,0.56194,0.74835,0.67977,0.62345,0.54707,0.53700,0.57158,0.63931,0.56542,0.66454,0.59688,0.63836,0.67598,0.72379,0.62337,0.57568,0.66459,0.49752,0.67569,0.37170,0.48054,0.48223,0.69364,0.39114,0.59348,0.58691,0.58944,0.51720,0.73450,0.71785,0.49141,0.61267,0.48742,0.51818,0.58845,0.46498,0.60947,0.60217,0.47703,0.34348,0.59351,0.58186,0.63215,0.47185,0.51730,0.40245
0,0.55648,0.75318,0.51743,0.56974,0.46270,0.48819,0.42252,0.85520,0.62244,0.56358,0.46567,0.39240,0.60282,0.56816,0.63715,0.66070,0.69741,0.59687,0.66838,0.57066,0.53163,0.58844,0.70472,0.69411,0.63788,0.67708,0.81129,0.47598,0.53635,0.66612,0.74294,0.65674,0.77381,0.38785,0.46045,0.64144,0.96946,0.70700,0.48689,0.67881,0.78006,0.81774,0.77147,0.70343,0.79715,0.84657,0.67733,0.72168,0.72133,0.56492,0.60994,0.50361,0.74337,0.70428,0.69890,0.72777,0.78120,0.65975,0.84178,0.56229,0.71694,0.70498,0.79603,0.65751,0.80960,0.67483,0.68332,0.67368,0.75332,0.76359,0.61243,0.52654,0.56375,0.67274,0.64888,0.65893,0.56662,0.71303,0.61018,0.45891,0.63231,0.66615,0.62055,0.61411,0.61890,0.48609,0.74013,0.55003,0.72533,0.51946,0.66804,0.59218,0.57529,0.46879,0.68099,0.60037,0.54786,0.67637,0.56360,0.77519
0,0.52867,0.45646,0.57058,0.68098,0.56742,0.69891,0.63508,0.59463,0.61254,0.48503,0.36369,0.62323,0.45548,0.47727,0.39979,0.41824,0.67560,0.50481,0.61717,0.48159,0.52212,0.59871,0.76075,0.31293,0.46536,0.47110,0.61550,0.42852,0.56528,0.51874,0.36184,0.44830,0.40050,0.45588,0.31263,0.41340,0.20623,0.38567,0.45505,0.54815,0.67401,0.36125,0.43539,0.26356,0.34017,0.38699,0.35882,0.53402,0.53607,0.30901,0.53363,0.36018,0.23600,0.51855,0.27872,0.24538,0.53562,0.36807,0.43101,0.26705,0.47669,0.45820,0.37302,0.39930,0.25024,0.45374,0.50893,0.37996,0.56903,0.25794,0.52063,0.57361,0.63785,0.57277,0.32424,0.62098,0.46508,0.50745,0.39656,0.57429,0.35582,0.58246,0.69440,0.48758,0.53570,0.46675,0.47112,0.61343,0.55699,0.53742,0.68599,0.59592,0.62881,0.42160,0.56924,0.65682,0.53197,0.60766,0.49351,0.62994
0,0.39313,0.63918,0.54676,0.43181,0.67533,0.48024,0.66312,0.50229,0.67151,0.76459,0.41416,0.54706,0.66703,0.59803,0.59686,0.65881,0.48686,0.43587,0.49117,0.69424,0.48278,0.40392,0.67132,0.50262,0.50712,0.41081,0.60142,0.60336,0.48972,0.42361,0.35203,0.59633,0.79750,0.57666,0.59549,0.54781,0.56667,0.50704,0.55847,0.44775,0.40266,0.53683,0.53460,0.40651,0.46808,0.48760,0.59368,0.53757,0.50466,0.36203,0.54823,0.57417,0.74123,0.56634,0.61451,0.61598,0.34196,0.51149,0.50781,0.47971,0.61238,0.69052,0.43661,0.51474,0.57421,0.45519,0.32300,0.51472,0.42744,0.34568,0.63143,0.70653,0.59766,0.58816,0.59179,0.54244,0.59694,0.54071,0.48054,0.68518,0.63404,0.82661,0.48069,0.41966,0.69992,0.55673,0.70437,0.77146,0.43409,0.48681,0.40554,0.55964,0.50352,0.38236,0.58716,0.70598,0.48129,0.70324,0.64867,0.57270
0,0.58077,0.46239,0.50556,0.62575,0.55293,0.51768,0.61475,0.64962,0.63458,0.44680,0.61028,0.78788,0.49360,0.57193,0.74298,0.70843,0.44923,0.48520,0.65094,0.55479,0.55199,0.52599,0.73569,0.42346,0.51589,0.65124,0.47057,0.39493,0.66378,0.37151,0.54747,0.48675,0.61570,0.61383,0.50268,0.46688,0.38818,0.54769,0.52507,0.58973,0.54751,0.37122,0.65377,0.45364,0.41045,0.40559,0.26941,0.54193,0.41677,0.46213,0.54344,0.39607,0.44818,0.50110,0.45865,0.42123,0.44902,0.44926,0.57481,0.51322,0.41354,0.59660,0.25402,0.72005,0.49643,0.40804,0.60028,0.65385,0.53983,0.59183,0.48801,0.53604,0.39898,0.46102,0.39809,0.68836,0.49751,0.43904,0.48998,0.63335,0.53364,0.49605,0.38913,0.44606,0.54634,0.57542,0.41702,0.45536,0.65596,0.60826,0.60885,0.54968,0.54836,0.59429,0.60946,0.74446,0.55014,0.72147,0.48399,0.65066
0,0.63012,0.39303,0.69935,0.72774,0.57597,0.73082,0.66264,0.50789,0.53682,0.55559,0.63964,0.70130,0.67495,0.54628,0.62017,0.54818,0.76837,0.57237,0.60477,0.58389,0.49301,0.60580,0.69665,0.59816,0.45091,0.59593,0.54647,0.62358,0.71565,0.54985,0.60507,0.62599,0.47930,0.65805,0.59401,0.52844,0.49011,0.62102,0.70787,0.67544,0.50901,0.59315,0.67352,0.74728,0.77907,0.65017,0.73641,0.48903,0.67995,0.78840,0.62504,0.76675,0.76465,0.69150,0.79634,0.59956,0.60541,0.78047,0.66657,0.50296,0.62953,0.92434,0.38894,0.75749,0.57382,0.67692,0.70595,0.48792,0.46625,0.53436,0.61084,0.45162,0.68474,0.67757,0.64740,0.63927,0.48412,0.58365,0.61863,0.69106,0.62606,0.77894,0.67396,0.61627,0.65539,0.77098,0.49620,0.57230,0.57278,0.54016,0.51110,0.66612,0.56025,0.66668,0.55922,0.47880,0.72459,0.78446,0.62696,0.65673
0,0.71377,0.74199,0.65681,0.76453,0.51585,0.75259,0.69973,0.47538,0.59032,0.61621,0.52751,0.67937,0.63656,0.81557,0.64869,0.70247,0.66703,0.51062,0.54341,0.62005,0.66719,0.45054,0.71638,0.51907,0.69144,0.58570,0.60351,0.51538,0.71869,0.28523,0.46199,0.46588,0.50805,0.43633,0.48110,0.49000,0.54070,0.59850,0.43777,0.68989,0.53625,0.81857,0.68532,0.61061,0.65187,0.60690,0.50883,0.32112,0.60249,0.45986,0.57653,0.55538,0.47837,0.56307,0.43932,0.70842,0.59723,0.38695,0.56607,0.34889,0.63576,0.79283,0.48241,0.65953,0.32997,0.56220,0.49419,0.49641,0.62556,0.69386,0.54794,0.63430,0.51546,0.78856,0.68815,0.56554,0.65370,0.57130,0.50858,0.60618,0.73820,0.41635,0.47428,0.57109,0.56785,0.56121,0.69938,0.82515,0.57497,0.59572,0.51385,0.44602,0.69301,0.70072,0.54414,0.54345,0.76266,0.74010,0.51960,0.63218
0,0.55685,0.71485,0.71894,0.51962,0.74544,0.76036,0.66368,0.41730,0.71698,0.47735,0.71617,0.74616,0.74330,0.38887,0.58071,0.73105,0.65202,0.51131,0.62368,0.67077,0.50400,0.84976,0.76436,0.70228,0.61793,0.66432,0.63443,0.60478,0.72289,0.82238,0.69702,0.67871,0.74160,0.80561,0.67854,0.59633,0.83227,0.60466,0.79726,0.73691,0.65941,0.89010,0.85323,0.81303,0.80103,0.80598,0.66123,0.70429,0.59704,0.79076,0.90497,0.72316,0.78489,0.70722,0.71247,0.72442,0.61071,0.86924,0.75299,0.84854,0.77929,0.66588,0.71207,0.58214,0.81659,0.74816,0.65249,0.57678,0.66610,0.60920,0.72956,0.60677,0.91323,0.80243,0.66248,0.54700,0.68031,0.49138,0.78932,0.75833,0.82008,0.61564,0.74806,0.80221,0.61667,0.58342,0.78833,0.66496,0.69001,0.63593,0.51734,0.75032,0.43481,0.73566,0.60629,0.61405,0.57840,0.68343,0.67097,0.79086
0,0.68108,0.54246,0.50730,0.47817,0.45747,0.73140,0.55127,0.58435,0.74577,0.73086,0.51846,0.71692,0.57841,0.71524,0.65598,0.77714,0.53457,0.67100,0.69738,0.69408,0.87244,0.80403,0.60719,0.59090,0.72232,0.57954,0.76016,0.62693,0.95932,0.67737,0.62002,0.69765,0.83158,0.75832,0.65709,0.89444,0.87492,0.64690,0.75387,0.70850,0.94434,0.77343,0.89559,0.72769,0.84724,0.68597,0.74862,0.79697,0.92998,0.65147,0.75934,0.69767,0.99540,0.85842,0.67122,0.73082,0.76915,0.75392,0.73387,0.76332,0.66679,0.74764,0.59325,0.89684,0.89399,0.82900,0.74153,0.68437,0.57188,0.50886,0.68926,0.82542,0.53375,0.71996,0.68567,0.84653,0.73407,0.67242,0.87628,0.69981,0.63036,0.66052,0.72477,0.63783,0.63317,0.71710,0.68849,0.57101,0.71645,0.83963,0.75723,0.75305,0.65126,0.66295,0.59907,0.67324,0.91135,0.96468,0.60923,0.55703
